"ULTIMA ATUALIZACAO";"02/07/2022 02:01"
"ANO";"MES";"SENADOR";"TIPO_DESPESA";"CNPJ_CPF";"FORNECEDOR";"DOCUMENTO";"DATA";"DETALHAMENTO";"VALOR_REEMBOLSADO";"COD_DOCUMENTO"
"2022";"2";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.651.099/0001-17";"Posto Aldo Jataí Indústrial Ltda";"80576";"10/02/2022";"";"241,44";"2174346"
"2022";"2";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00.413.865/0001-80";"Posto Rouxinol Ltda";"101059";"19/02/2022";"";"163,27";"2176313"
"2022";"2";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"16.045.015/0001-06";"Ribeiro de Mendonça Baston e Cia Ltda";"000372200";"01/02/2022";"";"200";"2174286"
"2022";"2";"SORAYA THRONICKE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM Turismo Ltda";"WMLMMA";"04/02/2022";"Companhia Aérea: LATAM, Localizador: WMLMMA. Passageiros: SORAYA VIEIRA THRONICKE (Matrícula 341578, PARLAMENTAR), Voo: 3422 - CGR - BSB - 08/02/2022;";"2014,82";"2174405"
"2022";"2";"SORAYA THRONICKE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM Turismo Ltda";"GHGMIW";"07/02/2022";"Companhia Aérea: GOL, Localizador: GHGMIW. Passageiros: RHIAD ABDULAHAD (Matrícula 377093, COMISSIONADO), Voo: 1414 - GRU -- BSB - 08/02/2022;";"415,08";"2174676"
"2022";"2";"SORAYA THRONICKE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM Turismo Ltda";"GHGMIW";"07/02/2022";"Companhia Aérea: GOL, Localizador: GHGMIW. Passageiros: RHIAD ABDULAHAD (Matrícula 377093, COMISSIONADO), Voo: 1414 - GRU - SP - 08/02/2022; RHIAD ABDULAHAD (Matrícula 377093, COMISSIONADO), Voo: 1497 - CGR - GRU - 08/02/2022;";"415,09";"2174406"
"2022";"2";"SORAYA THRONICKE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM Turismo Ltda";"QJNJSX";"07/02/2022";"Companhia Aérea: GOL, Localizador: QJNJSX. Passageiros: RHIAD ABDULAHAD (Matrícula 377093, COMISSIONADO), Voo: 1496 - GRU - CGR - 10/02/2022; RHIAD ABDULAHAD (Matrícula 377093, COMISSIONADO), Voo: 1415 - BSB - GRU - 10/02/2022;";"836,17";"2174407"
"2022";"2";"SORAYA THRONICKE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM Turismo Ltda";"CUSMSB";"14/02/2022";"Companhia Aérea: LATAM, Localizador: CUSMSB. Passageiros: RHIAD ABDULAHAD (Matrícula 377093, COMISSIONADO), Voo: 3422 - CGR - BSB - 15/02/2022;";"1525,15";"2175046"
"2022";"2";"SORAYA THRONICKE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM Turismo Ltda";"SOPEUA";"16/02/2022";"Companhia Aérea: GOL, Localizador: SOPEUA. Passageiros: RHIAD ABDULAHAD (Matrícula 377093, COMISSIONADO), Voo: 1498 - GRU - CGR - 17/02/2022; RHIAD ABDULAHAD (Matrícula 377093, COMISSIONADO), Voo: 1405 - BSB - GRU - 17/02/2022;";"1339,95";"2175034"
"2022";"2";"SORAYA THRONICKE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM Turismo Ltda";"YPFWZZ";"17/02/2022";"Companhia Aérea: GOL, Localizador: YPFWZZ. Passageiros: SORAYA VIEIRA THRONICKE (Matrícula 341578, PARLAMENTAR), Voo: 1498 - GRU - CGR - 18/02/2022; SORAYA VIEIRA THRONICKE (Matrícula 341578, PARLAMENTAR), Voo: 1405 - BSB - GRU - 18/02/2022;";"1851,91";"2175039"
"2022";"2";"SORAYA THRONICKE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM Turismo Ltda";"FRBESK";"23/03/2022";"Companhia Aérea: LATAM, Localizador: FRBESK. Passageiros: SORAYA VIEIRA THRONICKE (Matrícula 341578, PARLAMENTAR), Voo: 3422 - CGR - BSB - 25/02/2022;";"2017,72";"2175535"
"2022";"3";"SORAYA THRONICKE";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"32.887.404/0001-35";"Denis Freire Rocha Tecnologia em informação ME";"6301";"04/03/2022";"";"150";"2175658"
"2022";"3";"SORAYA THRONICKE";"Divulgação da atividade parlamentar";"13.347.016/0001-17";"Facebook Serviços Online do Brasil Ltda";"41876055";"02/04/2022";"";"91,68";"2178782"
"2022";"3";"SORAYA THRONICKE";"Divulgação da atividade parlamentar";"05.042.060/0001-90";"Qualidade Empresa Jornalista Ltda ME";"10482";"08/03/2022";"";"1200";"2175761"
"2022";"3";"SORAYA THRONICKE";"Divulgação da atividade parlamentar";"03.746.039/0001-40";"RADIO E TELEVISAO GRAN DOURADOS LTDA - ME";"2947";"03/03/2022";"";"500";"2175530"
"2022";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"0544";"15/03/2022";"";"411,6";"2176351"
"2022";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"0543";"15/03/2022";"";"1489,43";"2176350"
"2022";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"0542";"15/03/2022";"";"1489,43";"2176349"
"2022";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"0549";"25/03/2022";"";"1610";"2176995"
"2022";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"000569";"19/04/2022";"";"647,5";"2178788"
"2022";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"000568";"19/04/2022";"";"3320,7";"2178791"
"2022";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"000.571";"26/04/2022";"";"431,07";"2179777"
"2022";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"26.833.087/0001-71";"Auto Posto El Cielo";"44422";"10/03/2022";"";"222,9";"2176542"
"2022";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08.204.103/0001-85";"Auto Posto Mirante Ltda";"306164";"07/03/2022";"";"230,15";"2175895"
"2022";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08.204.103/0001-85";"Auto Posto Mirante Ltda";"308386";"14/03/2022";"";"166,4";"2176541"
"2022";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"01.304.695/0001-68";"Auto Posto Paineiras";"193430";"14/03/2022";"";"203,62";"2176539"
"2022";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.152.457/0001-47";"Auto Posto Tapajos Ltda";"353379";"07/03/2022";"";"161,05";"2175892"
"2022";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.152.457/0001-47";"Auto Posto Tapajos Ltda";"356147";"14/03/2022";"";"229,03";"2176543"
"2022";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08.527.621/0001-30";"Bender e Ineia Ltda";"137815";"27/03/2022";"";"115,05";"2177746"
"2022";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08.527.621/0001-30";"Bender e Ineia Ltda";"137816";"27/03/2022";"";"538,58";"2177736"
"2022";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"19.131.346/0001-57";"Comercio de combustiveis Tres Lagoas";"351485";"26/03/2022";"";"255,02";"2177744"
"2022";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"19.046.218/0021-59";"Decio Com. E. Serv. Rod. Ltda Rio Verde Posto";"588026";"07/03/2022";"";"153,01";"2175883"
"2022";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"19.046.218/0021-59";"Decio Com. E. Serv. Rod. Ltda Rio Verde Posto";"595813";"14/03/2022";"";"203,23";"2176857"
"2022";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.331.794/0001-00";"Hotel OT Ltda";"27918";"29/03/2022";"";"277,2";"2177154"
"2022";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.331.794/0001-00";"Hotel OT Ltda";"27921";"29/03/2022";"";"277,2";"2177153"
"2022";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.331.794/0001-00";"Hotel OT Ltda";"27923";"29/03/2022";"";"421";"2177176"
"2022";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"29.285.472/0001-10";"JJ. Comércio de Combustíveis Ltda";"36472";"14/03/2022";"";"199,11";"2177740"
"2022";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"05.115.625/0004-65";"Márcio de Souza Silva Eireli";"33291";"14/03/2022";"";"185,51";"2176540"
"2022";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.480.579/0001-62";"Posto Bambu";"22898";"07/03/2022";"";"153,29";"2175885"
"2022";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00.413.865/0001-80";"Posto Rouxinol Ltda";"103896";"03/03/2022";"";"395,93";"2175657"
"2022";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00.413.865/0001-80";"Posto Rouxinol Ltda";"106292";"17/03/2022";"";"217";"2177742"
"2022";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00.413.865/0001-80";"Posto Rouxinol Ltda";"107045";"22/03/2022";"";"419,6";"2177737"
"2022";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"26.852.319/0001-39";"Posto ZZ Igor Ltda";"918485";"26/03/2022";"";"150";"2177739"
"2022";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"16.045.015/0001-06";"Ribeiro de Mendonça Baston e Cia Ltda";"394752";"22/03/2022";"";"210";"2177741"
"2022";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"16.045.015/0001-06";"Ribeiro de Mendonça Baston e Cia Ltda";"398036";"29/03/2022";"";"240,03";"2177738"
"2022";"3";"SORAYA THRONICKE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM Turismo Ltda";"FB6ZGY";"04/03/2022";"Companhia Aérea: AZUL, Localizador: FB6ZGY. Passageiros: SORAYA VIEIRA THRONICKE (Matrícula 341578, PARLAMENTAR), Voo: 2713 - VCP - CGR - 10/03/2022; SORAYA VIEIRA THRONICKE (Matrícula 341578, PARLAMENTAR), Voo: 4055 - BSB - VCP - 10/03/2022;";"1460,85";"2176242"
"2022";"3";"SORAYA THRONICKE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM Turismo Ltda";"TWNKVP";"14/03/2022";"Companhia Aérea: LATAM, Localizador: TWNKVP. Passageiros: SORAYA VIEIRA THRONICKE (Matrícula 341578, PARLAMENTAR), Voo: 3422 - CGR - BSB - 15/03/2022;";"2485,41";"2176273"
"2022";"3";"SORAYA THRONICKE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM Turismo Ltda";"KSVGBE";"17/03/2022";"Companhia Aérea: LATAM, Localizador: KSVGBE. Passageiros: SORAYA VIEIRA THRONICKE (Matrícula 341578, PARLAMENTAR), Voo: 3099 - CGR - BSB - 22/03/2022;";"2967,54";"2177585"
"2022";"3";"SORAYA THRONICKE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM Turismo Ltda";"GNHJBT";"17/03/2022";"Companhia Aérea: LATAM, Localizador: GNHJBT. Passageiros: SORAYA VIEIRA THRONICKE (Matrícula 341578, PARLAMENTAR), Voo: 3113 - BSB - CGR - 24/03/2022;";"3003,34";"2177004"
"2022";"3";"SORAYA THRONICKE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM Turismo Ltda";"RKYUHU";"17/03/2022";"Companhia Aérea: GOL, Localizador: RKYUHU. Passageiros: SORAYA VIEIRA THRONICKE (Matrícula 341578, PARLAMENTAR), Voo: 1498 - GRU - CGR - 17/03/2022; SORAYA VIEIRA THRONICKE (Matrícula 341578, PARLAMENTAR), Voo: 1405 - BSB - GRU - 17/03/2022;";"3524,72";"2176602"
"2022";"4";"SORAYA THRONICKE";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"32.887.404/0001-35";"Denis Freire Rocha Tecnologia em informação ME";"00006961";"04/04/2022";"";"150";"2177776"
"2022";"4";"SORAYA THRONICKE";"Divulgação da atividade parlamentar";"13.347.016/0001-17";"Facebook Serviços Online do Brasil Ltda";"43904755";"02/05/2022";"";"863,14";"2180237"
"2022";"4";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"000569";"19/04/2022";"";"323,75";"2178805"
"2022";"4";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"000.572";"26/04/2022";"";"431,07";"2179771"
"2022";"4";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"000.571";"26/04/2022";"";"431,07";"2179772"
"2022";"4";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"000.000.578";"29/04/2022";"";"216,3";"2179224"
"2022";"4";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"000.000.573";"29/04/2022";"";"610,05";"2179216"
"2022";"4";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"000.000.577";"29/04/2022";"";"610,05";"2179223"
"2022";"4";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"000.000.576";"29/04/2022";"";"610,05";"2179218"
"2022";"4";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"000.611";"31/05/2022";"";"3320,7";"2181497"
"2022";"4";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"0650";"24/06/2022";"";"610,05";"2182706"
"2022";"4";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"41.501.940/0001-41";"Antonelli & Vitorino Comércio de Combustíveis Ltda";"93281";"24/04/2022";"";"100";"2178847"
"2022";"4";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"18.947.284/0001-93";"Auto Posto Ecologico Ltda";"13759";"03/04/2022";"";"68,35";"2178924"
"2022";"4";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"18.947.284/0001-93";"Auto Posto Ecologico Ltda";"183663";"07/04/2022";"";"216,02";"2179880"
"2022";"4";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"26.833.087/0001-71";"Auto Posto El Cielo";"45109";"18/04/2022";"";"265,02";"2179876"
"2022";"4";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08.527.621/0001-30";"Bender e Ineia Ltda";"139205";"02/04/2022";"";"215,7";"2177752"
"2022";"4";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08.527.621/0001-30";"Bender e Ineia Ltda";"139448";"03/04/2022";"";"220,04";"2177750"
"2022";"4";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"01.945.104/0001-31";"Comercial Posto Mil Ltda";"366201";"13/04/2022";"";"200";"2179878"
"2022";"4";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"19.046.218/0021-59";"Decio Com. E. Serv. Rod. Ltda Rio Verde Posto";"642151";"24/04/2022";"";"259,09";"2178839"
"2022";"4";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"05.462.242/0001-10";"Hotelsul Hotel e Turismo Ltda - ME";"11276";"03/04/2022";"";"292";"2177583"
"2022";"4";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"04.276.532/0001-07";"Irmãos Cunha";"630770";"21/04/2022";"";"197,56";"2178852"
"2022";"4";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"29.285.472/0001-10";"JJ. Comércio de Combustíveis Ltda";"38616";"22/04/2022";"";"228,42";"2179874"
"2022";"4";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"37.626.777/0001-76";"Livia Garcia martins Honorato (Honorato Plaza Hotel )";"37412";"26/04/2022";"";"285";"2178933"
"2022";"4";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"01.964.099/0001-04";"M Santos Alves e Filhos Ltda";"163988";"24/04/2022";"";"130,5";"2178846"
"2022";"4";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"12.614.598/0001-98";"MR Auto Posto Ltda";"126068";"24/04/2022";"";"181,99";"2178840"
"2022";"4";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.651.099/0001-17";"Posto Aldo Jataí Indústrial Ltda";"10538";"21/04/2022";"";"111";"2178851"
"2022";"4";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"21.424.594/0001-38";"Posto do Parque";"20424";"23/04/2022";"";"294,15";"2178849"
"2022";"4";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"26.835.009/0001-06";"Posto JA COSTA JÚNIOR & CIA LTDA";"111941";"02/04/2022";"";"236,04";"2177751"
"2022";"4";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"24.601.882/0001-09";"Posto Locatelli Mãe e Filha Ltda";"774600";"29/04/2022";"";"250,19";"2179872"
"2022";"4";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00.413.865/0001-80";"Posto Rouxinol Ltda";"113991";"30/04/2022";"";"105,01";"2179867"
"2022";"4";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"16.045.015/0001-06";"Ribeiro de Mendonça Baston e Cia Ltda";"399639";"01/04/2022";"";"185";"2177748"
"2022";"4";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"16.045.015/0001-06";"Ribeiro de Mendonça Baston e Cia Ltda";"408308";"20/04/2022";"";"220";"2179875"
"2022";"4";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.969.905/0001-08";"Trokar postos de serviços";"347104";"08/04/2022";"";"203,85";"2179879"
"2022";"4";"SORAYA THRONICKE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM Turismo Ltda";"GCGS5V";"29/03/2022";"Companhia Aérea: AZUL, Localizador: GCGS5V. Passageiros: SORAYA VIEIRA THRONICKE (Matrícula 341578, PARLAMENTAR), Voo: 4745 - VCP - BSB - 04/04/2022; SORAYA VIEIRA THRONICKE (Matrícula 341578, PARLAMENTAR), Voo: 2850 - CGR - VCP - 04/04/2022;";"1408,72";"2178149"
"2022";"4";"SORAYA THRONICKE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM Turismo Ltda";"GCZIOX";"29/03/2022";"Companhia Aérea: LATAM, Localizador: GCZIOX. Passageiros: SORAYA VIEIRA THRONICKE (Matrícula 341578, PARLAMENTAR), Voo: 3712 - BSB - CGR - 07/04/2022;";"2424,28";"2178150"
"2022";"4";"SORAYA THRONICKE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM Turismo Ltda";"HIOYVQ";"11/04/2022";"Companhia Aérea: LATAM, Localizador: HIOYVQ. Passageiros: SORAYA VIEIRA THRONICKE (Matrícula 341578, PARLAMENTAR), Voo: 3712 - BSB - CGR - 13/04/2022;";"2212,23";"2178871"
"2022";"4";"SORAYA THRONICKE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM Turismo Ltda";"ALAGPZ";"14/04/2022";"Companhia Aérea: LATAM, Localizador: ALAGPZ. Passageiros: SORAYA VIEIRA THRONICKE (Matrícula 341578, PARLAMENTAR), Voo: 3713 - CGR - BSB - 26/04/2022;";"1721,13";"2179060"
"2022";"4";"SORAYA THRONICKE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM Turismo Ltda";"QOXGKI";"14/04/2022";"Companhia Aérea: LATAM, Localizador: QOXGKI. Passageiros: SORAYA VIEIRA THRONICKE (Matrícula 341578, PARLAMENTAR), Voo: 3712 - BSB - CGR - 28/04/2022;";"2795,44";"2179455"
"2022";"5";"SORAYA THRONICKE";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"32.887.404/0001-35";"Denis Freire Rocha Tecnologia em informação ME";"007478";"02/05/2022";"";"63,44";"2179449"
"2022";"5";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"000.609";"31/05/2022";"";"205,8";"2181490"
"2022";"5";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"000.612";"31/05/2022";"";"259";"2181484"
"2022";"5";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"000.610";"31/05/2022";"";"446,25";"2181489"
"2022";"5";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"000.613";"31/05/2022";"";"847";"2181481"
"2022";"5";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"000.607";"31/05/2022";"";"1509";"2181491"
"2022";"5";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"000.608";"31/05/2022";"";"1509";"2181493"
"2022";"5";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.032.894/0001-27";"Auto Posto Bisol Ltda";"240043";"26/05/2022";"";"288,04";"2181355"
"2022";"5";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"09.137.037/0001-30";"Auto Posto Nações Indígenas Ltda";"70072";"05/05/2022";"";"265,01";"2180081"
"2022";"5";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"04.455.399/0001-56";"Auto Posto Tche SOS Ltda";"234632";"26/05/2022";"";"187,31";"2181044"
"2022";"5";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"19.046.218/0021-59";"Decio Com. E. Serv. Rod. Ltda Rio Verde Posto";"661104";"11/05/2022";"";"220,03";"2180077"
"2022";"5";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"29.285.472/0001-10";"JJ. Comércio de Combustíveis Ltda";"39256";"04/05/2022";"";"236,04";"2180070"
"2022";"5";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"29.285.472/0001-10";"JJ. Comércio de Combustíveis Ltda";"39372";"06/05/2022";"";"95,02";"2180080"
"2022";"5";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"04.644.221/0001-53";"M R  Auto Posto Goianão Ltda";"81882";"26/05/2022";"";"272,98";"2181351"
"2022";"5";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.780.366/0001-56";"Nogueira Cassaro Comércio Varejista de Combustíveis Lubrif.";"000.014.043";"11/05/2022";"";"220";"2180011"
"2022";"5";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"37.878.956/0001-09";"Posto Cacique Ltda";"490881";"11/05/2022";"";"180";"2180075"
"2022";"5";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"12.542.545/0001-09";"Posto Caranda Locatelli Ltda";"383036";"27/05/2022";"";"290";"2181353"
"2022";"5";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"06.073.995/0001-05";"Posto de combustíveis Cerca Nova";"125526";"06/05/2022";"";"132,24";"2180078"
"2022";"5";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"15.443.567/0001-00";"Posto Paraíso Ltda";"132989";"11/05/2022";"";"280,06";"2180072"
"2022";"5";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"16.045.015/0001-06";"Ribeiro de Mendonça Baston e Cia Ltda";"427194";"30/05/2022";"";"300,02";"2182649"
"2022";"5";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"11.046.194/0001-82";"Seibt & Cia Ltda H+ Hotel";"111982";"18/05/2022";"";"339";"2180364"
"2022";"5";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"24.734.358/0001-06";"Silva e Ramos Comercio de Combustiveis Ltda";"365600";"26/05/2022";"";"278,63";"2181354"
